,sku,forecast_period,interval,last_date,2019-06,2019-07,2019-08,2019-09,2019-10
365,MC926667,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
366,MC926687,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
367,MC926801,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
368,MC928399,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
369,MC928786,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
370,MC929615,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
371,MC931703,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
372,MC931704,5,M,2019-05-28,0.0,0.0,0.0,2.0,0.0
373,MC932153,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
374,MC933670,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
375,MC934379,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
376,MC935138,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
377,MC935155,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
378,MC935167,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
379,MC935407,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
380,MC935430,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
381,MC935466,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
382,MC935510,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
383,MC935584,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
384,MC936105,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
385,MC936807,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
386,MC936995,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
387,MC937067,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
388,MC937131,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
389,MC937259,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
390,MC937330,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
391,MC937411,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
392,MC937591,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
393,MC938304,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
394,MC938456,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
395,MC938960,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
396,MC938997,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
397,MC939219,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
398,MC939247,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
399,MC939585,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
400,MC961178,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
401,MC962252,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
402,MC962426,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
403,MC962678,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
404,MC962720,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
405,MC964573,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
406,MC966475,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
407,MC966916,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
408,MC967077,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
409,MC967219,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
410,MC968173,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
411,MC968353,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
412,MC973026,5,M,2019-05-28,3.0,2.5,2.75,2.625,2.688
413,MC974091,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
414,MC974226,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
415,MC974301,5,M,2019-05-28,2.25,1.875,2.062,1.969,2.016
416,MC974316,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
417,MC974331,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
418,MC974451,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
419,MC975491,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
420,MC975506,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
421,MC975566,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
422,MC975627,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
423,MC975657,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
424,MC975687,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
425,MC975702,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
426,MC975747,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
427,MC975762,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
428,MC975938,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
429,MC975939,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
430,MC975967,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
431,MC976513,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
432,MC976670,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
433,MC976690,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
434,MC978455,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
435,MC978570,5,M,2019-05-28,10.0,9.0,8.0,9.0,9.0
436,MC979593,5,M,2019-05-28,4.0,3.0,2.0,8.0,5.0
437,MC980107,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
438,MC983605,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
439,MC984206,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
440,MC992058,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
441,MC992077,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
442,MC992139,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
443,MC995918,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
444,MC995977,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
445,MC996922,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
446,MC996929,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
447,MC996940,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
448,MC996943,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
449,MC996944,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
450,MD000312,5,M,2019-05-28,6.0,3.0,5.0,1.0,2.0
451,MD000550,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
452,MD008435,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
453,MD016339,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
454,MD020634,5,M,2019-05-28,7.0,11.0,1.0,0.0,11.0
455,MD024414,5,M,2019-05-28,4.0,4.0,4.0,4.0,4.0
456,MD050356,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
457,MD082303,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
458,MD107297,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
459,MD128435,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
460,MD141302,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
461,MD188501,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
462,MD194136,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
463,MD197078,5,M,2019-05-28,3.75,3.125,3.438,3.281,3.359
464,MD304959,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
465,MD309455,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
466,MD310415,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
467,MD363481,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
468,MD700670,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
469,MD722551,5,M,2019-05-28,0.0,1.0,1.0,1.0,1.0
470,MD723202,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
471,MD973157,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
472,ME001454,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
473,ME014387,5,M,2019-05-28,8.0,3.0,2.0,10.0,6.0
474,ME017116,5,M,2019-05-28,26.0,17.0,32.0,24.0,15.0
475,ME030870,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
476,ME031024,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
477,ME035702,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
478,ME035717,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
479,ME038015,5,M,2019-05-28,0.0,1.0,0.0,0.0,0.0
480,ME072152,5,M,2019-05-28,2.0,0.0,2.0,0.0,2.0
481,ME076793,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
482,ME077932,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
483,ME078871,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
484,ME080700,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
485,ME088828,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
486,ME088829,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
487,ME088831,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
488,ME090394,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
489,ME132640,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
490,ME132642,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
491,ME180483,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
492,ME180677,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
493,ME192231,5,M,2019-05-28,304.0,466.0,414.0,427.0,420.0
494,ME192377,5,M,2019-05-28,0.0,83.0,0.0,0.0,0.0
495,ME192935,5,M,2019-05-28,27.0,27.0,31.0,23.0,22.0
496,ME193533,5,M,2019-05-28,7.0,63.0,1.0,5.0,9.0
497,ME195315,5,M,2019-05-28,9.0,39.0,14.0,12.0,12.0
498,ME195316,5,M,2019-05-28,14.0,37.0,17.0,18.0,13.0
499,ME201316,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
500,ME201639,5,M,2019-05-28,0.0,0.0,13.0,5.0,5.0
501,ME203223,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
502,ME203278,5,M,2019-05-28,0.0,5.0,5.0,0.0,0.0
503,ME210059,5,M,2019-05-28,135.0,201.0,128.0,122.0,147.0
504,ME223469,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
505,ME223704,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
506,ME223709,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
507,ME225083,5,M,2019-05-28,9.0,7.0,7.0,5.0,10.0
508,ME229329,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
509,ME229868,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
510,ME230153,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
511,ME230746,5,M,2019-05-28,9.0,10.0,10.0,10.0,10.0
512,ME230967,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
513,ME231082,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
514,ME231657,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
515,ME231722,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
516,ME231723,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
517,ME231729,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
518,ME240291,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
519,ME280241,5,M,2019-05-28,2.0,2.0,9.0,9.0,2.0
520,ME285275,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
521,ME291104,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
522,ME298260,5,M,2019-05-28,41.0,42.0,43.0,44.0,45.0
523,ME299411,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
524,ME299702,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
525,ME299703,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
526,ME300877,5,M,2019-05-28,13.0,5.0,10.0,10.0,10.0
527,ME302104,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
528,ME302292,5,M,2019-05-28,4.0,6.0,2.0,2.0,4.0
529,ME303103,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
530,ME306341,5,M,2019-05-28,4.0,4.0,4.0,4.0,4.0
531,ME306723,5,M,2019-05-28,3.0,6.0,1.0,1.0,1.0
532,ME307269,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
533,ME309207,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
534,ME309670,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
535,ME309690,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
536,ME352797,5,M,2019-05-28,17.0,11.0,12.0,6.0,6.0
537,ME356449,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
538,ME356701,5,M,2019-05-28,96.0,123.0,134.0,118.0,125.0
539,ME356753,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
540,ME360933,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
541,ME400090,5,M,2019-05-28,6.0,5.0,4.0,3.0,6.0
542,ME400622,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
543,ME406901,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
544,ME408631,5,M,2019-05-28,0.0,1.0,0.0,0.0,0.0
545,ME410349,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
546,ME410498,5,M,2019-05-28,13.0,12.0,12.0,14.0,14.0
547,ME412877,5,M,2019-05-28,120.0,111.0,95.0,123.0,230.0
548,ME418060,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
549,ME422991,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
550,ME423296,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
551,ME423354,5,M,2019-05-28,3.0,4.0,7.0,2.0,4.0
552,ME423377,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
553,ME444120,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
554,ME444207,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
555,ME444280,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
556,ME445494,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
557,ME470246,5,M,2019-05-28,3.75,3.125,3.438,3.281,3.359
558,ME502865,5,M,2019-05-28,4.0,14.0,7.0,3.0,11.0
559,ME504210,5,M,2019-05-28,0.0,1.0,1.0,1.0,1.0
560,ME505061,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
561,ME505813,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
562,ME506667,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
563,ME508152,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
564,ME510965,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
565,ME511493,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
566,ME515168,5,M,2019-05-28,21.0,32.0,12.0,7.0,4.0
567,ME515669,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
568,ME517217,5,M,2019-05-28,93.0,110.0,188.0,89.0,149.0
569,ME517417,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
570,ME518748,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
571,ME523102,5,M,2019-05-28,10.0,12.0,10.0,11.0,10.0
572,ME523232,5,M,2019-05-28,11.0,10.0,5.0,10.0,14.0
573,ME530402,5,M,2019-05-28,1.0,2.0,1.0,1.0,1.0
574,ME530972,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
575,ME531272,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
576,ME532024,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
577,ME532126,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
578,ME533868,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
579,ME538282,5,M,2019-05-28,4.0,7.0,7.0,4.0,8.0
580,ME553688,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
581,ME554569,5,M,2019-05-28,0.0,336.0,74.0,0.0,0.0
582,ME554656,5,M,2019-05-28,4.0,5.0,4.0,4.0,3.0
583,ME558418,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
584,ME559223,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
585,ME559281,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
586,ME601823,5,M,2019-05-28,10.0,10.0,4.0,17.0,18.0
587,ME604096,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
588,ME610828,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
589,ME626009,5,M,2019-05-28,13.0,12.0,5.0,11.0,7.0
590,ME633961,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
591,ME637990,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
592,ME642718,5,M,2019-05-28,27.0,23.0,20.0,20.0,31.0
593,ME661488,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
594,ME661489,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
595,ME662846,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
596,ME664303,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
597,ME669673,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
598,ME674879,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
599,ME675029,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
600,ME677140,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
601,ME679007,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
602,ME679321,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
603,ME680074,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
604,ME690633,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
605,ME697720,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
606,ME701103,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
607,ME701330,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
608,ME701596,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
609,ME705063,5,M,2019-05-28,4.0,4.0,4.0,4.0,4.0
610,ME707911,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
611,ME713004,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
612,ME713010,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
613,ME713020,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
614,ME713149,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
615,ME713174,5,M,2019-05-28,0.0,1.0,1.0,1.0,1.0
616,ME716365,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
617,ME720332,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
618,ME730594,5,M,2019-05-28,1.5,1.75,1.625,1.688,1.656
619,ME733644,5,M,2019-05-28,3.0,2.5,2.75,2.625,2.688
620,ME733702,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
621,ME737201,5,M,2019-05-28,4.0,4.0,4.0,4.0,4.0
622,ME737203,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
623,ME743156,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
624,ME743981,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
625,ME747554,5,M,2019-05-28,1.0,2.0,2.0,2.0,2.0
626,ME753089,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
627,ME753348,5,M,2019-05-28,3.0,2.5,2.75,2.625,2.688
628,ME753544,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
629,ME753545,5,M,2019-05-28,44.0,32.0,15.0,44.0,32.0
630,ME754399,5,M,2019-05-28,0.0,0.0,0.0,1.0,0.0
631,ME754428,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
632,ME756385,5,M,2019-05-28,7.0,12.0,10.0,10.0,15.0
633,ME765001,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
634,ME765002,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
635,ME778044,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
636,ME778131,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
637,ME778306,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
638,ME910348,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
639,ME910445,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
640,ME991425,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
641,ME993779,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
642,ME994283,5,M,2019-05-28,0.0,0.0,0.0,0.0,2.0
643,ME994782,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
644,ME994871,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
645,ME995445,5,M,2019-05-28,2.25,1.875,2.062,1.969,2.016
646,ME996467,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
647,ME999556,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
648,MF104831,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
649,MF104871,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
650,MF140212,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
651,MF140215,5,M,2019-05-28,107.0,134.0,79.0,183.0,153.0
652,MF140468,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
653,MF140475,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
654,MF195024,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
655,MF201572,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
656,MF205026,5,M,2019-05-28,5.0,5.0,5.0,5.0,5.0
657,MF240029,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
658,MF243624,5,M,2019-05-28,5.0,9.0,19.0,30.0,19.0
659,MF406288,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
660,MF407023,5,M,2019-05-28,1.5,1.25,1.375,1.312,1.344
661,MF450104,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
662,MF450405,5,M,2019-05-28,46.0,83.0,75.0,66.0,73.0
663,MF455017,5,M,2019-05-28,4.0,4.0,4.0,4.0,4.0
664,MF455035,5,M,2019-05-28,4.0,4.0,4.0,4.0,4.0
665,MF455136,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
666,MF472535,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
667,MF472597,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
668,MF472955,5,M,2019-05-28,3.75,3.125,3.438,3.281,3.359
669,MF473048,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
670,MF473053,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
671,MF473932,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
672,MF522024,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
673,MF522037,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
674,MF650116,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
675,MF660039,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
676,MF661018,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
677,MF661030,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
678,MF661035,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
679,MF661039,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
680,MF665538,5,M,2019-05-28,17.0,35.0,15.0,18.0,17.0
681,MH000345,5,M,2019-05-28,6.0,0.0,8.0,2.0,1.0
682,MH000389,5,M,2019-05-28,256.0,259.0,141.0,66.0,83.0
683,MH000517,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
684,MH000537,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
685,MH000639,5,M,2019-05-28,3.0,2.5,2.75,2.625,2.688
686,MH000738,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
687,MH000823,5,M,2019-05-28,0.0,1.0,1.0,1.0,1.0
688,MH001320,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
689,MH001548,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
690,MH002178,5,M,2019-05-28,8.0,17.0,23.0,27.0,18.0
691,MH002676,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
692,MH002716,5,M,2019-05-28,115.0,22.0,27.0,28.0,20.0
693,MH002724,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
694,MH002727,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
695,MH002728,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
696,MH004069,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
697,MH005091,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
698,MH014052,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
699,MH014449,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
700,MH020358,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
701,MH020379,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
702,MH020389,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
703,MH020967,5,M,2019-05-28,1.0,0.0,0.0,0.0,0.0
704,MH021218,5,M,2019-05-28,12.0,7.0,7.0,5.0,13.0
705,MH021277,5,M,2019-05-28,33.0,23.0,9.0,23.0,26.0
706,MH022520,5,M,2019-05-28,8.0,23.0,40.0,20.0,21.0
707,MH022651,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
708,MH023424,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
709,MH023502,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
710,MH023700,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
711,MH024214,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
712,MH024348,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
713,MH024928,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
714,MH024931,5,M,2019-05-28,0.0,0.0,0.0,0.0,1.0
715,MH024949,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
716,MH025114,5,M,2019-05-28,1.0,1.0,1.0,1.0,1.0
717,MH030240,5,M,2019-05-28,3.0,3.0,3.0,3.0,3.0
718,MH030413,5,M,2019-05-28,0.0,1.0,1.0,1.0,1.0
719,MH030828,5,M,2019-05-28,2.0,2.0,2.0,2.0,2.0
720,MH031205,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
721,MH031281,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
722,MH031379,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
723,MH031594,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
724,MH031638,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
725,MH031640,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
726,MH031690,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
727,MH031783,5,M,2019-05-28,0.0,0.0,1.0,0.0,0.0
728,MH031946,5,M,2019-05-28,0.75,0.625,0.688,0.656,0.672
729,MH032058,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
730,MH033216,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
731,MH033290,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
